record_id,datetime,date,time,month,day_of_week,hour,is_weekend,is_rush_hour,festival_season,origin_city,destination_city,origin_region,mode,operator,season,rainfall_mm,temperature_c,humidity_pct,distance_km,passenger_count,incident_type,congestion_level,travel_time_min,delay_min,is_anomaly,origin_lat,origin_lon,dest_lat,dest_lon
1045,2024-08-11 16:00:00,2024-08-11,16:00:00,8,6,16,1,0,NoFestival,Galle,Kandy,Southwest,Tuk-tuk,Private,Southwest monsoon,0.0,30.0,72.5,147.3,1.0,NoIncident,44.0,402.2,113.0,1,6.032,80.2168,7.2906,80.6337
2182,2024-10-30 20:00:00,2024-10-30,20:00:00,10,2,20,0,0,NoFestival,Jaffna,Ratnapura,North,Bus,SLTB,Northeast monsoon,16.49,28.9,82.8,331.0,51.0,NoIncident,40.0,600.0,-5.0,0,9.6615,80.0255,6.7056,80.3847
2689,2025-07-29 12:00:00,2025-07-29,12:00:00,7,1,12,0,0,NoFestival,Ratnapura,Colombo,Southwest,Private vehicle,Private,Southwest monsoon,10.6,28.1,73.7,62.8,2.0,NoIncident,29.0,152.3,37.4,0,6.7056,80.3847,6.9271,79.8612
535,2025-07-15 01:00:00,2025-07-15,01:00:00,7,1,1,0,0,NoFestival,Jaffna,Kurunegala,North,Train,Sri Lanka Railways,Southwest monsoon,0.0,27.9,64.8,244.7,142.0,NoIncident,22.0,300.9,44.1,0,9.6615,80.0255,7.4863,80.3623
3185,2025-07-07 01:00:00,2025-07-07,01:00:00,7,0,1,0,0,NoFestival,Kurunegala,Galle,Northwest,Bus,Private,Southwest monsoon,0.0,30.6,68.1,162.5,33.0,NoIncident,37.0,397.6,94.6,1,7.4863,80.3623,6.032,80.2168
3858,2025-10-03 05:00:00,2025-10-03,05:00:00,10,4,5,0,0,NoFestival,Colombo,Trincomalee,Southwest,Motorcycle,Private,Northeast monsoon,0.0,32.9,76.9,237.4,1.0,NoIncident,70.0,584.4,265.3,1,6.9271,79.8612,8.5874,81.2152
444,2024-03-14 21:00:00,2024-03-14,21:00:00,3,3,21,0,0,NoFestival,Colombo,Negombo,Southwest,Bus,Private,Inter-monsoon,2.6,31.3,69.5,31.4,53.0,NoIncident,83.0,80.9,41.4,0,6.9271,79.8612,7.2083,79.8358
3605,2025-05-19 15:00:00,2025-05-19,15:00:00,5,0,15,0,0,Vesak season,Jaffna,Colombo,North,Train,Sri Lanka Railways,Southwest monsoon,0.0,28.4,74.4,304.6,123.0,NoIncident,41.0,401.3,103.7,1,9.6615,80.0255,6.9271,79.8612
196,2025-09-07 07:00:00,2025-09-07,07:00:00,9,6,7,1,1,NoFestival,Galle,Colombo,Southwest,Train,Sri Lanka Railways,Southwest monsoon,,29.0,84.0,107.0,176.0,Roadwork,86.0,267.5,178.6,1,6.032,80.2168,6.9271,79.8612
1116,2024-02-13 20:00:00,2024-02-13,20:00:00,2,1,20,0,0,NoFestival,Galle,Kurunegala,Southwest,Tuk-tuk,Private,Inter-monsoon,0.7,27.2,68.4,162.5,2.0,NoIncident,38.0,498.3,122.9,1,6.032,80.2168,7.4863,80.3623
766,2025-09-27 06:00:00,2025-09-27,06:00:00,9,5,6,1,0,NoFestival,Kurunegala,Kandy,Northwest,Tuk-tuk,Private,Southwest monsoon,9.21,29.3,80.1,37.0,2.0,NoIncident,27.0,77.8,17.1,0,7.4863,80.3623,7.2906,80.6337
1946,2024-04-14 17:00:00,2024-04-14,17:00:00,4,6,17,1,1,Sinhala & Tamil New Year,Negombo,Ratnapura,Southwest,Bus,SLTB,Inter-monsoon,35.59,28.9,87.2,82.4,39.0,NoIncident,97.0,583.3,397.3,1,7.2083,79.8358,6.7056,80.3847
3248,2024-02-07 01:00:00,2024-02-07,01:00:00,2,2,1,0,0,NoFestival,Galle,Ratnapura,Southwest,Train,Sri Lanka Railways,Inter-monsoon,3.22,29.7,66.6,77.2,181.0,NoIncident,42.0,286.5,214.0,1,6.032,80.2168,6.7056,80.3847
3003,2025-06-01 08:00:00,2025-06-01,08:00:00,6,6,8,1,1,NoFestival,Kandy,Trincomalee,Central,Motorcycle,Private,Southwest monsoon,11.28,25.8,68.5,157.8,1.0,NoIncident,54.0,600.0,367.3,1,7.2906,80.6337,8.5874,81.2152
1433,2025-04-04 23:00:00,2025-04-04,23:00:00,4,4,23,0,0,NoFestival,Kurunegala,Negombo,Northwest,Bus,Private,Inter-monsoon,1.54,30.4,79.3,65.8,35.0,NoIncident,38.0,149.4,40.4,0,7.4863,80.3623,7.2083,79.8358
4201,2024-09-28 01:00:00,2024-09-28,01:00:00,9,5,1,1,0,NoFestival,Kandy,Anuradhapura,Central,Bus,Private,Southwest monsoon,9.14,25.2,60.0,116.3,47.0,NoIncident,35.0,247.1,66.3,1,7.2906,80.6337,8.3114,80.4037
3096,2025-03-11 16:00:00,2025-03-11,16:00:00,3,1,16,0,0,NoFestival,Kandy,Anuradhapura,Central,Motorcycle,Private,Inter-monsoon,0.0,26.9,67.3,116.3,1.0,NoIncident,43.0,270.6,74.2,1,7.2906,80.6337,8.3114,80.4037
2923,2024-07-17 11:00:00,2024-07-17,11:00:00,7,2,11,0,0,NoFestival,Kurunegala,Negombo,Northwest,Motorcycle,Private,Southwest monsoon,0.0,30.0,71.1,65.8,1.0,NoIncident,42.0,102.5,24.1,0,7.4863,80.3623,7.2083,79.8358
645,2024-07-26 06:00:00,2024-07-26,06:00:00,7,4,6,0,0,NoFestival,Anuradhapura,Batticaloa,NorthCentral,Bus,SLTB,Southwest monsoon,2.78,28.6,79.7,157.3,29.0,NoIncident,44.0,359.8,109.4,1,8.3114,80.4037,7.717,81.7
1050,2025-04-12 09:00:00,2025-04-12,09:00:00,4,5,9,1,1,Sinhala & Tamil New Year,Kandy,Batticaloa,Central,Train,Sri Lanka Railways,Inter-monsoon,5.25,27.2,67.7,126.8,273.0,NoIncident,80.0,281.7,148.2,1,7.2906,80.6337,7.717,81.7
3746,2025-05-27 20:00:00,2025-05-27,20:00:00,5,1,20,0,0,NoFestival,Ratnapura,Kurunegala,Southwest,Train,Sri Lanka Railways,Southwest monsoon,13.32,28.6,63.3,86.8,180.0,NoIncident,52.0,100.7,33.9,0,6.7056,80.3847,7.4863,80.3623
4094,2025-03-17 02:00:00,2025-03-17,02:00:00,3,0,2,0,0,NoFestival,Galle,Negombo,Southwest,Motorcycle,Private,Inter-monsoon,0.0,31.1,68.3,137.4,1.0,NoIncident,39.0,196.7,53.0,0,6.032,80.2168,7.2083,79.8358
4404,2025-04-10 06:00:00,2025-04-10,06:00:00,4,3,6,0,0,Sinhala & Tamil New Year,Colombo,Negombo,Southwest,Tuk-tuk,Private,Inter-monsoon,33.97,30.8,67.1,31.4,2.0,NoIncident,85.0,171.8,106.2,1,6.9271,79.8612,7.2083,79.8358
121,2025-07-07 07:00:00,2025-07-07,07:00:00,7,0,7,0,1,NoFestival,Negombo,Galle,Southwest,Bus,SLTB,Southwest monsoon,17.13,28.9,76.8,137.4,52.0,NoIncident,89.0,600.0,348.1,1,7.2083,79.8358,6.032,80.2168
2053,2025-01-14 19:00:00,2025-01-14,19:00:00,1,1,19,0,1,NoFestival,Galle ,Ratnapura,Southwest,Bus,SLTB,Northeast monsoon,13.7,28.5,71.9,77.2,40.0,NoIncident,69.0,283.1,,1,6.032,80.2168,6.7056,80.3847
4259,2024-09-16 04:00:00,2024-09-16,04:00:00,9,0,4,0,0,NoFestival,Batticaloa,Kandy,East,Bus,Private,Southwest monsoon,4.73,28.5,71.7,126.8,49.0,NoIncident,36.0,362.1,87.4,1,7.717,81.7,7.2906,80.6337
4889,2025-07-22 05:00:00,2025-07-22,05:00:00,7,1,5,0,0,NoFestival,Colombo,Kandy,Southwest,Bus,SLTB,Southwest monsoon,17.37,30.8,86.1,94.3,22.0,NoIncident,72.0,347.4,,1,6.9271,79.8612,7.2906,80.6337
4335,2024-12-21 08:00:00,2024-12-21,08:00:00,12,5,8,1,1,Christmas/New Year,Colombo,Kurunegala,Southwest,Bus,SLTB,Northeast monsoon,1.21,29.4,76.3,83.2,26.0,NoIncident,85.0,302.7,168.3,1,6.9271,79.8612,7.4863,80.3623
4692,2025-07-16 21:00:00,2025-07-16,21:00:00,7,2,21,0,0,NoFestival,Negombo,Batticaloa,Southwest,Motorcycle,Private,Southwest monsoon,21.43,29.5,75.5,213.2,1.0,NoIncident,48.0,424.0,154.5,1,7.2083,79.8358,7.717,81.7
135,2025-07-11 17:00:00,2025-07-11,17:00:00,7,4,17,0,1,NoFestival,Colombo,Galle,Southwest,Private vehicle,Private,Southwest monsoon,0.0,29.1,55.4,107.0,,NoIncident,83.0,430.7,234.6,1,6.9271,79.8612,6.032,80.2168
2461,2024-07-15 05:00:00,2024-07-15,05:00:00,7,0,5,0,0,NoFestival,Batticaloa,Negombo,East,Bus,SLTB,Southwest monsoon,0.0,31.0,72.5,213.2,42.0,Roadwork,39.0,600.0,214.9,1,7.717,81.7,7.2083,79.8358
1955,2024-05-13 22:00:00,2024-05-13,22:00:00,5,0,22,0,0,Vesak season,Batticaloa,Colombo,East,Bus,SLTB,Southwest monsoon,2.8,29.6,59.7,221.0,46.0,NoIncident,38.0,600.0,99.3,1,7.717,81.7,6.9271,79.8612
2464,2024-12-01 00:00:00,2024-12-01,00:00:00,12,6,0,1,0,NoFestival,Kurunegala,Colombo,Northwest,Bus,Private,Northeast monsoon,0.0,29.1,68.3,83.2,49.0,NoIncident,31.0,196.3,36.8,0,7.4863,80.3623,6.9271,79.8612
185,2025-11-12 00:00:00,2025-11-12,00:00:00,11,2,0,0,0,NoFestival,Trincomalee,Jaffna,East,Train,Sri Lanka Railways,Northeast monsoon,0.0,30.7,67.8,177.0,247.0,NoIncident,43.0,245.9,73.6,1,8.5874,81.2152,9.6615,80.0255
1393,2025-01-14 16:00:00,2025-01-14,16:00:00,1,1,16,0,0,NoFestival,Negombo,Jaffna,Southwest,Motorcycle,Private,Northeast monsoon,0.0,30.2,65.9,273.6,1.0,NoIncident,47.0,600.0,153.2,1,7.2083,79.8358,9.6615,80.0255
2277,2024-02-03 00:00:00,2024-02-03,00:00:00,2,5,0,1,0,NoFestival,Trincomalee,Colombo,East,Tuk-tuk,Private,Inter-monsoon,12.35,30.4,80.9,237.4,3.0,NoIncident,14.0,489.9,60.9,1,8.5874,81.2152,6.9271,79.8612
512,2024-06-09 17:00:00,2024-06-09,17:00:00,6,6,17,1,1,NoFestival,Trincomalee,Ratnapura,East,Motorcycle,Private,Southwest monsoon,0.0,30.3,70.3,228.4,2.0,NoIncident,49.0,501.3,159.5,1,8.5874,81.2152,6.7056,80.3847
4730,2024-11-22 19:00:00,2024-11-22,19:00:00,11,4,19,0,1,NoFestival,Negombo,Jaffna,Southwest,Private vehicle,Private,Northeast monsoon,0.0,27.2,65.3,273.6,2.0,NoIncident,64.0,547.9,232.4,1,7.2083,79.8358,9.6615,80.0255
4055,2024-04-15 20:00:00,2024-04-15,20:00:00,4,0,20,0,0,Sinhala & Tamil New Year,Ratnapura,Kandy,Southwest,Bus,SLTB,Inter-monsoon,14.09,31.0,69.4,70.6,34.0,Flooding,61.0,317.5,208.7,1,6.7056,80.3847,7.2906,80.6337
3138,2024-09-13 10:00:00,2024-09-13,10:00:00,9,4,10,0,0,NoFestival,Kandy,Negombo,Central,Bus,Private,Southwest monsoon,11.26,25.3,73.4,88.5,44.0,NoIncident,51.0,311.2,111.4,1,7.2906,80.6337,7.2083,79.8358
2670,2025-11-21 11:00:00,2025-11-21,11:00:00,11,4,11,0,0,NoFestival,Colombo,Anuradhapura,Southwest,Bus,SLTB,Northeast monsoon,0.0,27.8,63.4,165.1,48.0,NoIncident,71.0,591.3,272.1,1,6.9271,79.8612,8.3114,80.4037
4774,2025-08-01 09:00:00,2025-08-01,09:00:00,8,4,9,0,1,NoFestival,Trincomalee,Kurunegala,East,Bus,SLTB,Southwest monsoon,3.15,29.4,62.8,154.3,43.0,NoIncident,40.0,309.0,,1,8.5874,81.2152,7.4863,80.3623
4862,2025-08-18 22:00:00,2025-08-18,22:00:00,8,0,22,0,0,NoFestival,Trincomalee,Batticaloa,East,Bus,SLTB,Southwest monsoon,16.75,30.2,77.8,110.5,47.0,NoIncident,36.0,254.4,75.8,1,8.5874,81.2152,7.717,81.7
2118,2024-09-06 17:00:00,2024-09-06,17:00:00,9,4,17,0,1,NoFestival,Trincomalee,Kurunegala,East,Bus,Private,Southwest monsoon,9.11,29.3,67.7,154.3,52.0,Roadwork,55.0,600.0,237.6,1,8.5874,81.2152,7.4863,80.3623
252,2024-01-15 22:00:00,2024-01-15,22:00:00,1,0,22,0,0,NoFestival,Trincomalee,Kurunegala,East,Bus,SLTB,Northeast monsoon,0.0,28.0,74.9,154.3,23.0,NoIncident,33.0,600.0,180.1,1,8.5874,81.2152,7.4863,80.3623
3527,2025-04-06 10:00:00,2025-04-06,10:00:00,4,6,10,1,0,NoFestival,Jaffna,Colombo,North,Bus,SLTB,Inter-monsoon,0.19,27.9,64.5,304.6,,NoIncident,11.0,400.3,26.3,0,9.6615,80.0255,6.9271,79.8612
3560,2024-09-24 06:00:00,2024-09-24,06:00:00,9,1,6,0,0,NoFestival,Trincomalee,Jaffna,East,Bus,SLTB,Southwest monsoon,0.0,27.8,65.0,177.0,38.0,NoIncident,28.0,327.5,52.6,0,8.5874,81.2152,9.6615,80.0255
4012,2025-09-10 07:00:00,2025-09-10,07:00:00,9,2,7,0,1,NoFestival,Galle,Batticaloa,Southwest,Motorcycle,Private,Southwest monsoon,4.87,30.0,69.3,248.8,1.0,NoIncident,64.0,417.1,177.0,1,6.032,80.2168,7.717,81.7
1508,2025-12-19 00:00:00,2025-12-19,00:00:00,12,4,0,0,0,NoFestival,Colombo,Kurunegala,Southwest,Private vehicle,Private,Northeast monsoon,0.0,27.6,73.8,83.2,1.0,NoIncident,59.0,200.5,76.5,1,6.9271,79.8612,7.4863,80.3623
123,2024-07-08 03:00:00,2024-07-08,03:00:00,7,0,3,0,0,NoFestival,Galle,Kandy,Southwest,Train,Sri Lanka Railways,Southwest monsoon,7.38,28.4,79.7,147.3,270.0,NoIncident,58.0,300.6,116.1,1,6.032,80.2168,7.2906,80.6337
4260,2025-03-27 10:00:00,2025-03-27,10:00:00,3,3,10,0,0,NoFestival,Anuradhapura,Negombo,NorthCentral,Train,Sri Lanka Railways,Inter-monsoon,0.0,29.3,69.9,137.7,189.0,NoIncident,19.0,147.8,22.7,0,8.3114,80.4037,7.2083,79.8358
3334,2024-07-18 11:00:00,2024-07-18,11:00:00,7,3,11,0,0,NoFestival,Negombo,Batticaloa,Southwest,Train,Sri Lanka Railways,Southwest monsoon,2.26,28.9,67.2,213.2,321.0,NoIncident,33.0,256.2,62.8,1,7.2083,79.8358,7.717,81.7
1872,2024-08-07 18:00:00,2024-08-07,18:00:00,8,2,18,0,1,NoFestival,Colombo,Galle,Southwest,Bus,Private,Southwest monsoon,0.0,27.2,76.8,107.0,50.0,NoIncident,82.0,347.0,185.8,1,6.9271,79.8612,6.032,80.2168
3693,2025-03-22 03:00:00,2025-03-22,03:00:00,3,5,3,1,0,NoFestival,Ratnapura,Batticaloa,Southwest,Motorcycle,Private,Inter-monsoon,0.0,32.8,70.2,183.6,1.0,NoIncident,23.0,238.2,,0,6.7056,80.3847,7.717,81.7
568,2025-08-13 18:00:00,2025-08-13,18:00:00,8,2,18,0,1,NoFestival,Batticaloa,Colombo,East,Private vehicle,Private,Southwest monsoon,5.7,28.1,70.2,221.0,1.0,NoIncident,50.0,469.3,158.5,1,7.717,81.7,6.9271,79.8612
1372,2024-10-08 13:00:00,2024-10-08,13:00:00,10,1,13,0,0,NoFestival,Batticaloa,Anuradhapura,East,Tuk-tuk,Private,Northeast monsoon,0.0,33.1,67.0,157.3,1.0,NoIncident,39.0,443.7,104.4,1,7.717,81.7,8.3114,80.4037
3186,2024-09-16 20:00:00,2024-09-16,20:00:00,9,0,20,0,0,NoFestival,Jaffna,Kurunegala,North,Bus,SLTB,Southwest monsoon,3.78,29.7,72.5,244.7,42.0,NoIncident,26.0,441.0,80.5,1,9.6615,80.0255,7.4863,80.3623
3956,2024-05-17 03:00:00,2024-05-17,03:00:00,5,4,3,0,0,Vesak season,Trincomalee,Kurunegala,East,Motorcycle,Private,Southwest monsoon,1.38,28.5,60.9,154.3,1.0,NoIncident,51.0,285.8,96.5,1,8.5874,81.2152,7.4863,80.3623
1057,2024-07-10 13:00:00,2024-07-10,13:00:00,7,2,13,0,0,NoFestival,Colombo,Batticaloa,Southwest,Bus,Private,Southwest monsoon,0.0,29.8,68.7,221.0,44.0,NoIncident,57.0,502.1,187.6,1,6.9271,79.8612,7.717,81.7
857,2025-12-18 14:00:00,2025-12-18,14:00:00,12,3,14,0,0,NoFestival,Kurunegala,Colombo,Northwest,Motorcycle,Private,Northeast monsoon,3.26,27.6,64.9,83.2,1.0,NoIncident,43.0,163.9,49.5,0,7.4863,80.3623,6.9271,79.8612
3839,2025-02-21 03:00:00,2025-02-21,03:00:00,2,4,3,0,0,NoFestival,Colombo,Kurunegala,Southwest,Private vehicle,Private,Inter-monsoon,11.47,27.8,,83.2,1.0,NoIncident,70.0,200.1,96.2,1,6.9271,79.8612,7.4863,80.3623
2861,2025-06-11 02:00:00,2025-06-11,02:00:00,6,2,2,0,0,NoFestival,Jaffna,Kandy,North,Private vehicle,Private,Southwest monsoon,0.0,28.4,79.1,272.0,2.0,NoIncident,44.0,581.1,172.0,1,9.6615,80.0255,7.2906,80.6337
4770,2025-04-12 21:00:00,2025-04-12,21:00:00,4,5,21,1,0,Sinhala & Tamil New Year,Trincomalee,Kandy,East,Motorcycle,Private,Inter-monsoon,21.13,29.7,76.2,157.8,1.0,NoIncident,38.0,473.5,146.4,1,8.5874,81.2152,7.2906,80.6337
777,2024-03-22 04:00:00,2024-03-22,04:00:00,3,4,4,0,0,NoFestival,Trincomalee,Negombo,East,Private vehicle,Private,Inter-monsoon,3.81,32.8,66.4,215.9,1.0,NoIncident,36.0,368.0,90.8,1,8.5874,81.2152,7.2083,79.8358
721,2025-01-28 10:00:00,2025-01-28,10:00:00,1,1,10,0,0,NoFestival,Colombo,Kandy,Southwest,Bus,Private,Northeast monsoon,0.0,29.3,70.4,94.3,62.0,NoIncident,65.0,273.1,110.9,1,6.9271,79.8612,7.2906,80.6337
2711,2025-09-30 12:00:00,2025-09-30,12:00:00,9,1,12,0,0,NoFestival,Colombo,Negombo,Southwest,Tuk-tuk,Private,Southwest monsoon,21.63,30.5,74.4,31.4,2.0,NoIncident,78.0,122.5,64.3,1,6.9271,79.8612,7.2083,79.8358
2655,2024-09-05 14:00:00,2024-09-05,14:00:00,9,3,14,0,0,NoFestival,Trincomalee,Ratnapura,East,Bus,SLTB,Southwest monsoon,,28.4,67.0,228.4,45.0,NoIncident,20.0,529.9,87.9,1,8.5874,81.2152,6.7056,80.3847
4878,2025-03-15 05:00:00,2025-03-15,05:00:00,3,5,5,1,0,NoFestival,Negombo,Jaffna,Southwest,Train,Sri Lanka Railways,Inter-monsoon,29.44,28.8,63.3,273.6,296.0,NoIncident,58.0,520.2,234.0,1,7.2083,79.8358,9.6615,80.0255
603,2025-07-08 06:00:00,2025-07-08,06:00:00,7,1,6,0,0,NoFestival,Galle,Trincomalee,Southwest,Bus,SLTB,Southwest monsoon,0.0,30.5,78.4,304.7,42.0,NoIncident,38.0,600.0,91.8,1,6.032,80.2168,8.5874,81.2152
3823,2025-04-19 11:00:00,2025-04-19,11:00:00,4,5,11,1,0,Sinhala & Tamil New Year,Ratnapura,Colombo,Southwest,Bus,Private,Inter-monsoon,0.0,29.0,71.7,62.8,50.0,NoIncident,39.0,123.9,30.6,0,6.7056,80.3847,6.9271,79.8612
1245,2025-06-14 20:00:00,2025-06-14,20:00:00,6,5,20,1,0,NoFestival,Negombo,Trincomalee,Southwest,Bus,Private,Southwest monsoon,13.86,30.1,64.3,215.9,36.0,NoIncident,42.0,566.3,175.8,1,7.2083,79.8358,8.5874,81.2152
4846,2025-01-21 10:00:00,2025-01-21,10:00:00,1,1,10,0,0,NoFestival,Colombo,Negombo,Southwest,Bus,Private,Northeast monsoon,4.75,29.3,69.3,31.4,43.0,NoIncident,72.0,139.9,70.3,1,6.9271,79.8612,7.2083,79.8358
4842,2025-08-23 20:00:00,2025-08-23,20:00:00,8,5,20,1,0,NoFestival,Kurunegala,Kandy,Northwest,Train,Sri Lanka Railways,Southwest monsoon,0.0,29.4,64.3,37.0,185.0,NoIncident,42.0,55.9,16.2,0,7.4863,80.3623,7.2906,80.6337
319,2025-07-01 14:00:00,2025-07-01,14:00:00,7,1,14,0,0,NoFestival,Kandy,Kurunegala,Central,Bus,SLTB,Southwest monsoon,24.44,23.6,85.2,37.0,10.0,NoIncident,55.0,181.1,74.8,1,7.2906,80.6337,7.4863,80.3623
829,2024-03-20 08:00:00,2024-03-20,08:00:00,3,2,8,0,1,NoFestival,Trincomalee,Galle,East,Train,Sri Lanka Railways,Inter-monsoon,0.0,30.9,68.5,304.7,185.0,NoIncident,50.0,475.9,154.2,1,8.5874,81.2152,6.032,80.2168
3264,2024-05-02 04:00:00,2024-05-02,04:00:00,5,3,4,0,0,NoFestival,Ratnapura,Batticaloa,Southwest,Private vehicle,Private,Southwest monsoon,7.02,30.6,75.9,183.6,1.0,NoIncident,45.0,323.7,100.1,1,6.7056,80.3847,7.717,81.7
275,2024-02-28 13:00:00,2024-02-28,13:00:00,2,2,13,0,0,NoFestival,Anuradhapura,Jaffna,NorthCentral,Bus,SLTB,Inter-monsoon,1.41,29.4,75.6,155.8,50.0,NoIncident,30.0,330.4,64.4,1,8.3114,80.4037,9.6615,80.0255
2665,2025-10-17 13:00:00,2025-10-17,13:00:00,10,4,13,0,0,NoFestival,Galle,Negombo,Southwest,Bus,SLTB,Northeast monsoon,5.63,28.1,59.7,137.4,33.0,NoIncident,31.0,282.9,67.5,1,6.032,80.2168,7.2083,79.8358
550,2024-06-16 10:00:00,2024-06-16,10:00:00,6,6,10,1,0,NoFestival,Galle,Jaffna,Southwest,Bus,Private,Southwest monsoon,34.25,30.8,82.3,404.1,68.0,NoIncident,54.0,600.0,-5.0,0,6.032,80.2168,9.6615,80.0255
3642,2025-05-19 18:00:00,2025-05-19,18:00:00,5,0,18,0,1,Vesak season,Colombo,Negombo,Southwest,Private vehicle,Private,Southwest monsoon,0.0,27.4,68.7,31.4,2.0,NoIncident,94.0,164.3,101.4,1,6.9271,79.8612,7.2083,79.8358
4054,2025-01-18 03:00:00,2025-01-18,03:00:00,1,5,3,1,0,NoFestival,Kurunegala,Negombo,Northwest,Train,Sri Lanka Railways,Northeast monsoon,0.0,26.4,74.5,65.8,56.0,NoIncident,34.0,76.8,16.4,0,7.4863,80.3623,7.2083,79.8358
4893,2025-03-17 18:00:00,2025-03-17,18:00:00,3,0,18,0,1,NoFestival,Trincomalee,Anuradhapura,East,Motorcycle,Private,Inter-monsoon,8.9,30.5,67.5,94.4,1.0,NoIncident,74.0,276.5,138.9,1,8.5874,81.2152,8.3114,80.4037
2935,2025-04-30 08:00:00,2025-04-30,08:00:00,4,2,8,0,1,NoFestival,Ratnapura,Trincomalee,Southwest,Bus,Private,Inter-monsoon,0.0,30.8,73.0,228.4,41.0,NoIncident,44.0,600.0,62.1,1,6.7056,80.3847,8.5874,81.2152
606,2024-03-16 02:00:00,2024-03-16,02:00:00,3,5,2,1,0,NoFestival,Batticaloa,Kurunegala,East,Train,Sri Lanka Railways,Inter-monsoon,2.18,32.0,66.9,149.7,277.0,NoIncident,23.0,148.5,20.8,0,7.717,81.7,7.4863,80.3623
897,2025-11-21 12:00:00,2025-11-21,12:00:00,11,4,12,0,0,NoFestival,Trincomalee,Kandy,East,Bus,SLTB,Northeast monsoon,59.67,28.0,67.7,157.8,51.0,NoIncident,55.0,600.0,257.5,1,8.5874,81.2152,7.2906,80.6337
528,2025-09-14 08:00:00,2025-09-14,08:00:00,9,6,8,1,1,NoFestival,Ratnapura,Batticaloa,Southwest,Bus,Private,Southwest monsoon,0.0,27.9,70.4,183.6,30.0,NoIncident,43.0,378.6,99.1,1,6.7056,80.3847,7.717,81.7
4608,2024-04-21 19:00:00,2024-04-21,19:00:00,4,6,19,1,1,NoFestival,Trincomalee,Ratnapura,East,Train,Sri Lanka Railways,Inter-monsoon,3.09,29.5,73.7,228.4,139.0,NoIncident,42.0,227.9,60.3,1,8.5874,81.2152,6.7056,80.3847
2348,2025-08-22 04:00:00,2025-08-22,04:00:00,8,4,4,0,0,NoFestival,Trincomalee,Kandy,East,Bus,Private,Southwest monsoon,9.08,28.7,74.7,157.8,58.0,NoIncident,32.0,450.1,102.8,1,8.5874,81.2152,7.2906,80.6337
3440,2024-10-11 07:00:00,2024-10-11,07:00:00,10,4,7,0,1,NoFestival,Batticaloa,Ratnapura,East,Bus,SLTB,Northeast monsoon,0.0,29.3,70.6,183.6,35.0,NoIncident,42.0,515.0,142.0,1,7.717,81.7,6.7056,80.3847
4999,2025-09-20 20:00:00,2025-09-20,20:00:00,9,5,20,1,0,NoFestival,Negombo,Trincomalee,Southwest,Bus,SLTB,Southwest monsoon,0.0,29.7,60.1,215.9,27.0,NoIncident,28.0,457.5,78.7,1,7.2083,79.8358,8.5874,81.2152
4827,2025-10-05 20:00:00,2025-10-05,20:00:00,10,6,20,1,0,NoFestival,Batticaloa,Kurunegala,East,Tuk-tuk,Private,Northeast monsoon,0.0,30.0,,149.7,2.0,NoIncident,22.0,367.3,61.1,1,7.717,81.7,7.4863,80.3623
3923,2024-10-08 04:00:00,2024-10-08,04:00:00,10,1,4,0,0,NoFestival,Batticaloa,Trincomalee,East,Tuk-tuk,Private,Northeast monsoon,10.3,27.5,78.8,110.5,2.0,NoIncident,42.0,414.3,125.0,1,7.717,81.7,8.5874,81.2152
299,2024-01-05 07:00:00,2024-01-05,07:00:00,1,4,7,0,1,NoFestival,Jaffna,Kurunegala,North,Train,Sri Lanka Railways,Northeast monsoon,0.0,29.8,66.3,244.7,267.0,NoIncident,33.0,312.1,68.6,1,9.6615,80.0255,7.4863,80.3623
2120,2024-09-25 01:00:00,2024-09-25,01:00:00,9,2,1,0,0,NoFestival,Trincomalee,Galle,East,Bus,Private,Southwest monsoon,0.0,30.3,83.5,304.7,40.0,NoIncident,34.0,569.7,125.0,1,8.5874,81.2152,6.032,80.2168
2537,2025-03-22 21:00:00,2025-03-22,21:00:00,3,5,21,1,0,NoFestival,Colombo,Galle,Southwest,Bus,Private,Inter-monsoon,,32.3,69.8,107.0,43.0,NoIncident,56.0,282.6,105.0,1,6.9271,79.8612,6.032,80.2168
4204,2025-05-02 00:00:00,2025-05-02,00:00:00,5,4,0,0,0,NoFestival,Galle,Kandy,Southwest,Tuk-tuk,Private,Southwest monsoon,0.0,29.0,61.0,147.3,1.0,NoIncident,43.0,600.0,282.6,1,6.032,80.2168,7.2906,80.6337
3255,2024-01-10 17:00:00,2024-01-10,17:00:00,1,2,17,0,1,NoFestival,Jaffna,Kurunegala,North,Bus,Private,Northeast monsoon,14.41,29.7,68.8,244.7,40.0,NoIncident,55.0,600.0,120.5,1,9.6615,80.0255,7.4863,80.3623
3726,2025-12-19 07:00:00,2025-12-19,07:00:00,12,4,7,0,1,NoFestival,Colombo,Batticaloa,Southwest,Train,Sri Lanka Railways,Northeast monsoon,0.0,26.0,74.2,221.0,205.0,NoIncident,83.0,439.2,240.2,1,6.9271,79.8612,7.717,81.7
1261,2025-12-04 00:00:00,2025-12-04,00:00:00,12,3,0,0,0,NoFestival,Batticaloa,Jaffna,East,Private vehicle,Private,Northeast monsoon,0.0,27.7,70.8,283.9,1.0,NoIncident,32.0,600.0,118.1,1,7.717,81.7,9.6615,80.0255
